"","X","model","state","observations","dwell_time","estimates","true","mean","median","sd","bias_mean","bias_mean_pp","bias_median","bias_median_pp","coverage_pp"
"193",9,"mhmm",4,200,"19.5","gamma_prob_bar_S3toS1_no_diag",0.333,0.33,0.33,0.03,-0.01,1.55,-0.01,1.65,100
"194",10,"mhmm",4,200,"19.5","gamma_prob_bar_S3toS2_no_diag",0.333,0.34,0.34,0.03,0.01,1.54,0,1.4,100
"195",11,"mhmm",4,200,"19.5","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"196",12,"mhmm",4,200,"19.5","gamma_prob_bar_S3toS4_no_diag",0.333,0.33,0.33,0.03,0,0,0,0.12,100
"197",13,"mhmm",4,200,"19.5","gamma_prob_bar_S4toS1_no_diag",0.333,0.34,0.34,0.03,0.01,1.95,0.01,1.86,99.22
"198",14,"mhmm",4,200,"19.5","gamma_prob_bar_S4toS2_no_diag",0.333,0.32,0.32,0.03,-0.01,3.07,-0.01,3.19,99.22
"199",15,"mhmm",4,200,"19.5","gamma_prob_bar_S4toS3_no_diag",0.333,0.34,0.34,0.03,0,1.12,0,0.99,100
"200",16,"mhmm",4,200,"19.5","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"201",17,"mhmm",4,200,"19.5","dwell_mu_bar_1",19.496,8.9,8.87,0.78,-10.6,54.35,-10.63,54.53,0
"202",18,"mhmm",4,200,"19.5","dwell_mu_bar_2",19.496,8.68,8.64,0.82,-10.82,55.49,-10.86,55.7,0
"203",19,"mhmm",4,200,"19.5","dwell_mu_bar_3",19.496,8.54,8.5,0.81,-10.95,56.19,-10.99,56.38,0
"204",20,"mhmm",4,200,"19.5","dwell_mu_bar_4",19.496,8.74,8.7,0.82,-10.76,55.17,-10.8,55.4,0
"205",1,"mhmm",4,200,"99.5","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"206",2,"mhmm",4,200,"99.5","gamma_prob_bar_S1toS2_no_diag",0.333,0.35,0.35,0.03,0.01,3.79,0.01,3.69,100
"207",3,"mhmm",4,200,"99.5","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.03,-0.01,1.64,-0.01,1.9,100
"208",4,"mhmm",4,200,"99.5","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.03,-0.01,2.14,-0.01,2.38,100
"209",5,"mhmm",4,200,"99.5","gamma_prob_bar_S2toS1_no_diag",0.333,0.35,0.35,0.03,0.01,3.68,0.01,3.53,100
"210",6,"mhmm",4,200,"99.5","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"211",7,"mhmm",4,200,"99.5","gamma_prob_bar_S2toS3_no_diag",0.333,0.34,0.34,0.03,0,1.03,0,0.86,100
"212",8,"mhmm",4,200,"99.5","gamma_prob_bar_S2toS4_no_diag",0.333,0.32,0.32,0.03,-0.02,4.71,-0.02,4.9,100
"213",9,"mhmm",4,200,"99.5","gamma_prob_bar_S3toS1_no_diag",0.333,0.33,0.33,0.03,-0.01,2.09,-0.01,2.23,100
"214",10,"mhmm",4,200,"99.5","gamma_prob_bar_S3toS2_no_diag",0.333,0.34,0.34,0.03,0,1.18,0,0.98,100
"215",11,"mhmm",4,200,"99.5","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"216",12,"mhmm",4,200,"99.5","gamma_prob_bar_S3toS4_no_diag",0.333,0.34,0.34,0.03,0,0.91,0,0.7,100
"217",13,"mhmm",4,200,"99.5","gamma_prob_bar_S4toS1_no_diag",0.333,0.33,0.33,0.03,0,0.7,0,0.88,100
"218",14,"mhmm",4,200,"99.5","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.03,-0.01,2.23,-0.01,2.4,100
"219",15,"mhmm",4,200,"99.5","gamma_prob_bar_S4toS3_no_diag",0.333,0.34,0.34,0.03,0.01,2.93,0.01,2.78,100
"220",16,"mhmm",4,200,"99.5","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"221",17,"mhmm",4,200,"99.5","dwell_mu_bar_1",99.499,4.94,4.83,1.08,-94.56,95.04,-94.67,95.15,0
"222",18,"mhmm",4,200,"99.5","dwell_mu_bar_2",99.499,4.83,4.72,1.06,-94.67,95.14,-94.78,95.26,0
"223",19,"mhmm",4,200,"99.5","dwell_mu_bar_3",99.499,4.89,4.78,1.08,-94.61,95.08,-94.72,95.2,0
"224",20,"mhmm",4,200,"99.5","dwell_mu_bar_4",99.499,4.83,4.71,1.07,-94.67,95.15,-94.79,95.26,0
"225",1,"mhmm",4,500,"1.4","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"226",2,"mhmm",4,500,"1.4","gamma_prob_bar_S1toS2_no_diag",0.333,0.34,0.34,0.01,0,0.63,0,0.61,100
"227",3,"mhmm",4,500,"1.4","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.02,0,0.04,0,0.08,99.22
"228",4,"mhmm",4,500,"1.4","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.02,0,0.59,0,0.64,97.66
"229",5,"mhmm",4,500,"1.4","gamma_prob_bar_S2toS1_no_diag",0.333,0.34,0.34,0.01,0,0.54,0,0.51,98.44
"230",6,"mhmm",4,500,"1.4","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"231",7,"mhmm",4,500,"1.4","gamma_prob_bar_S2toS3_no_diag",0.333,0.34,0.34,0.02,0,0.58,0,0.53,96.88
"232",8,"mhmm",4,500,"1.4","gamma_prob_bar_S2toS4_no_diag",0.333,0.33,0.33,0.02,0,1.12,0,1.16,96.88
"233",9,"mhmm",4,500,"1.4","gamma_prob_bar_S3toS1_no_diag",0.333,0.33,0.33,0.01,0,1.46,0,1.47,98.44
"234",10,"mhmm",4,500,"1.4","gamma_prob_bar_S3toS2_no_diag",0.333,0.34,0.34,0.02,0,0.55,0,0.51,96.88
"235",11,"mhmm",4,500,"1.4","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"236",12,"mhmm",4,500,"1.4","gamma_prob_bar_S3toS4_no_diag",0.333,0.34,0.34,0.02,0,0.9,0,0.87,96.09
"237",13,"mhmm",4,500,"1.4","gamma_prob_bar_S4toS1_no_diag",0.333,0.33,0.33,0.01,0,0.48,0,0.51,97.66
"238",14,"mhmm",4,500,"1.4","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.02,0,0.8,0,0.85,97.66
"239",15,"mhmm",4,500,"1.4","gamma_prob_bar_S4toS3_no_diag",0.333,0.34,0.34,0.02,0,1.29,0,1.25,98.44
"240",16,"mhmm",4,500,"1.4","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"241",17,"mhmm",4,500,"1.4","dwell_mu_bar_1",1.443,0.86,0.85,0.06,-0.59,40.56,-0.59,40.74,0
"242",18,"mhmm",4,500,"1.4","dwell_mu_bar_2",1.443,0.85,0.85,0.06,-0.59,41,-0.59,41.21,0
"243",19,"mhmm",4,500,"1.4","dwell_mu_bar_3",1.443,0.85,0.85,0.06,-0.59,40.78,-0.59,40.98,0
"244",20,"mhmm",4,500,"1.4","dwell_mu_bar_4",1.443,0.86,0.85,0.06,-0.59,40.56,-0.59,40.77,0
"245",1,"mhmm",4,500,"3.5","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"246",2,"mhmm",4,500,"3.5","gamma_prob_bar_S1toS2_no_diag",0.333,0.34,0.34,0.02,0.01,3.3,0.01,3.26,96.88
"247",3,"mhmm",4,500,"3.5","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.02,-0.01,1.6,-0.01,1.64,100
"248",4,"mhmm",4,500,"3.5","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.02,-0.01,1.7,-0.01,1.75,100
"249",5,"mhmm",4,500,"3.5","gamma_prob_bar_S2toS1_no_diag",0.333,0.34,0.34,0.01,0.01,2.55,0.01,2.52,93.75
"250",6,"mhmm",4,500,"3.5","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"251",7,"mhmm",4,500,"3.5","gamma_prob_bar_S2toS3_no_diag",0.333,0.34,0.34,0.02,0,1.43,0,1.4,98.44
"252",8,"mhmm",4,500,"3.5","gamma_prob_bar_S2toS4_no_diag",0.333,0.32,0.32,0.02,-0.01,3.97,-0.01,4.02,90.62
"253",9,"mhmm",4,500,"3.5","gamma_prob_bar_S3toS1_no_diag",0.333,0.32,0.32,0.01,-0.01,3.62,-0.01,3.65,88.28
"254",10,"mhmm",4,500,"3.5","gamma_prob_bar_S3toS2_no_diag",0.333,0.34,0.34,0.02,0.01,1.95,0.01,1.92,96.88
"255",11,"mhmm",4,500,"3.5","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"256",12,"mhmm",4,500,"3.5","gamma_prob_bar_S3toS4_no_diag",0.333,0.34,0.34,0.02,0.01,1.67,0.01,1.62,96.09
"257",13,"mhmm",4,500,"3.5","gamma_prob_bar_S4toS1_no_diag",0.333,0.33,0.33,0.01,-0.01,1.73,-0.01,1.75,96.88
"258",14,"mhmm",4,500,"3.5","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.02,-0.01,2.26,-0.01,2.3,96.88
"259",15,"mhmm",4,500,"3.5","gamma_prob_bar_S4toS3_no_diag",0.333,0.35,0.35,0.02,0.01,3.98,0.01,3.95,95.31
"260",16,"mhmm",4,500,"3.5","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"261",17,"mhmm",4,500,"3.5","dwell_mu_bar_1",3.476,2.83,2.82,0.19,-0.65,18.61,-0.65,18.8,10.94
"262",18,"mhmm",4,500,"3.5","dwell_mu_bar_2",3.476,2.72,2.71,0.19,-0.76,21.8,-0.77,22.03,2.34
"263",19,"mhmm",4,500,"3.5","dwell_mu_bar_3",3.476,2.71,2.7,0.19,-0.76,21.98,-0.77,22.21,1.56
"264",20,"mhmm",4,500,"3.5","dwell_mu_bar_4",3.476,2.79,2.78,0.2,-0.69,19.78,-0.7,20.01,11.72
"265",1,"mhmm",4,500,"19.5","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"266",2,"mhmm",4,500,"19.5","gamma_prob_bar_S1toS2_no_diag",0.333,0.34,0.34,0.02,0,0.71,0,0.62,100
"267",3,"mhmm",4,500,"19.5","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.02,0,0.4,0,0.48,99.22
"268",4,"mhmm",4,500,"19.5","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.02,0,0.31,0,0.41,100
"269",5,"mhmm",4,500,"19.5","gamma_prob_bar_S2toS1_no_diag",0.333,0.34,0.34,0.02,0.01,2.29,0.01,2.23,96.88
"270",6,"mhmm",4,500,"19.5","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"271",7,"mhmm",4,500,"19.5","gamma_prob_bar_S2toS3_no_diag",0.333,0.34,0.34,0.02,0,1.05,0,0.96,98.44
"272",8,"mhmm",4,500,"19.5","gamma_prob_bar_S2toS4_no_diag",0.333,0.32,0.32,0.02,-0.01,3.34,-0.01,3.44,96.88
"273",9,"mhmm",4,500,"19.5","gamma_prob_bar_S3toS1_no_diag",0.333,0.33,0.33,0.02,0,0.61,0,0.68,100
"274",10,"mhmm",4,500,"19.5","gamma_prob_bar_S3toS2_no_diag",0.333,0.34,0.34,0.02,0,0.85,0,0.77,100
"275",11,"mhmm",4,500,"19.5","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"276",12,"mhmm",4,500,"19.5","gamma_prob_bar_S3toS4_no_diag",0.333,0.33,0.33,0.02,0,0.24,0,0.33,100
"277",13,"mhmm",4,500,"19.5","gamma_prob_bar_S4toS1_no_diag",0.333,0.34,0.34,0.02,0,0.83,0,0.77,98.44
"278",14,"mhmm",4,500,"19.5","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.02,-0.01,2.29,-0.01,2.38,100
"279",15,"mhmm",4,500,"19.5","gamma_prob_bar_S4toS3_no_diag",0.333,0.34,0.34,0.02,0,1.46,0,1.37,99.22
"280",16,"mhmm",4,500,"19.5","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"281",17,"mhmm",4,500,"19.5","dwell_mu_bar_1",19.496,13.46,13.41,1.08,-6.03,30.95,-6.08,31.19,0
"282",18,"mhmm",4,500,"19.5","dwell_mu_bar_2",19.496,13.17,13.12,1.13,-6.32,32.44,-6.38,32.7,0
"283",19,"mhmm",4,500,"19.5","dwell_mu_bar_3",19.496,13.18,13.13,1.12,-6.32,32.41,-6.37,32.67,0
"284",20,"mhmm",4,500,"19.5","dwell_mu_bar_4",19.496,13.37,13.33,1.14,-6.12,31.4,-6.17,31.65,0
"285",1,"mhmm",4,500,"99.5","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"286",2,"mhmm",4,500,"99.5","gamma_prob_bar_S1toS2_no_diag",0.333,0.34,0.34,0.03,0.01,2.08,0.01,1.91,100
"287",3,"mhmm",4,500,"99.5","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.03,0,1.37,-0.01,1.52,100
"288",4,"mhmm",4,500,"99.5","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.03,0,0.71,0,0.87,100
"289",5,"mhmm",4,500,"99.5","gamma_prob_bar_S2toS1_no_diag",0.333,0.34,0.34,0.03,0.01,2.95,0.01,2.84,100
"290",6,"mhmm",4,500,"99.5","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"291",7,"mhmm",4,500,"99.5","gamma_prob_bar_S2toS3_no_diag",0.333,0.33,0.33,0.03,0,0.11,0,0.03,100
"292",8,"mhmm",4,500,"99.5","gamma_prob_bar_S2toS4_no_diag",0.333,0.32,0.32,0.03,-0.01,3.06,-0.01,3.17,100
"293",9,"mhmm",4,500,"99.5","gamma_prob_bar_S3toS1_no_diag",0.333,0.33,0.33,0.03,0,0.59,0,0.72,100
"294",10,"mhmm",4,500,"99.5","gamma_prob_bar_S3toS2_no_diag",0.333,0.33,0.33,0.03,0,0.17,0,0.02,100
"295",11,"mhmm",4,500,"99.5","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"296",12,"mhmm",4,500,"99.5","gamma_prob_bar_S3toS4_no_diag",0.333,0.33,0.33,0.03,0,0.42,0,0.3,100
"297",13,"mhmm",4,500,"99.5","gamma_prob_bar_S4toS1_no_diag",0.333,0.34,0.34,0.03,0,1.12,0,1.01,100
"298",14,"mhmm",4,500,"99.5","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.03,-0.01,2,-0.01,2.17,100
"299",15,"mhmm",4,500,"99.5","gamma_prob_bar_S4toS3_no_diag",0.333,0.34,0.34,0.03,0,0.88,0,0.74,100
"300",16,"mhmm",4,500,"99.5","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"301",17,"mhmm",4,500,"99.5","dwell_mu_bar_1",99.499,19.92,19.69,3.23,-79.58,79.98,-79.8,80.21,0
"302",18,"mhmm",4,500,"99.5","dwell_mu_bar_2",99.499,19.47,19.23,3.26,-80.03,80.44,-80.27,80.68,0
"303",19,"mhmm",4,500,"99.5","dwell_mu_bar_3",99.499,19.37,19.12,3.29,-80.13,80.53,-80.38,80.78,0
"304",20,"mhmm",4,500,"99.5","dwell_mu_bar_4",99.499,20.14,19.89,3.33,-79.36,79.76,-79.61,80.01,0
"305",1,"mhmm",4,1000,"1.4","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"306",2,"mhmm",4,1000,"1.4","gamma_prob_bar_S1toS2_no_diag",0.333,0.34,0.34,0.01,0,0.57,0,0.55,100
"307",3,"mhmm",4,1000,"1.4","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.02,0,0.24,0,0.28,99.22
"308",4,"mhmm",4,1000,"1.4","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.02,0,0.34,0,0.38,98.44
"309",5,"mhmm",4,1000,"1.4","gamma_prob_bar_S2toS1_no_diag",0.333,0.33,0.33,0.01,0,0.3,0,0.29,100
"310",6,"mhmm",4,1000,"1.4","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"311",7,"mhmm",4,1000,"1.4","gamma_prob_bar_S2toS3_no_diag",0.333,0.34,0.34,0.01,0,0.77,0,0.75,100
"312",8,"mhmm",4,1000,"1.4","gamma_prob_bar_S2toS4_no_diag",0.333,0.33,0.33,0.01,0,1.07,0,1.12,98.44
"313",9,"mhmm",4,1000,"1.4","gamma_prob_bar_S3toS1_no_diag",0.333,0.33,0.33,0.01,0,1,0,1.01,97.66
"314",10,"mhmm",4,1000,"1.4","gamma_prob_bar_S3toS2_no_diag",0.333,0.33,0.33,0.02,0,0.02,0,0.06,98.44
"315",11,"mhmm",4,1000,"1.4","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"316",12,"mhmm",4,1000,"1.4","gamma_prob_bar_S3toS4_no_diag",0.333,0.34,0.34,0.01,0,1.02,0,0.98,98.44
"317",13,"mhmm",4,1000,"1.4","gamma_prob_bar_S4toS1_no_diag",0.333,0.33,0.33,0.01,0,0.36,0,0.37,96.88
"318",14,"mhmm",4,1000,"1.4","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.01,0,0,0,0.05,97.66
"319",15,"mhmm",4,1000,"1.4","gamma_prob_bar_S4toS3_no_diag",0.333,0.33,0.33,0.01,0,0.36,0,0.33,97.66
"320",16,"mhmm",4,1000,"1.4","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"321",17,"mhmm",4,1000,"1.4","dwell_mu_bar_1",1.443,0.86,0.85,0.06,-0.59,40.59,-0.59,40.79,0
"322",18,"mhmm",4,1000,"1.4","dwell_mu_bar_2",1.443,0.84,0.84,0.06,-0.6,41.76,-0.61,41.97,0
"323",19,"mhmm",4,1000,"1.4","dwell_mu_bar_3",1.443,0.85,0.85,0.06,-0.59,41.14,-0.6,41.35,0
"324",20,"mhmm",4,1000,"1.4","dwell_mu_bar_4",1.443,0.86,0.85,0.06,-0.59,40.59,-0.59,40.81,0
"325",1,"mhmm",4,1000,"3.5","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"326",2,"mhmm",4,1000,"3.5","gamma_prob_bar_S1toS2_no_diag",0.333,0.35,0.35,0.01,0.01,3.82,0.01,3.77,94.53
"327",3,"mhmm",4,1000,"3.5","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.02,-0.01,2.18,-0.01,2.22,99.22
"328",4,"mhmm",4,1000,"3.5","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.02,-0.01,1.64,-0.01,1.68,97.66
"329",5,"mhmm",4,1000,"3.5","gamma_prob_bar_S2toS1_no_diag",0.333,0.34,0.34,0.01,0.01,1.98,0.01,1.97,95.31
"330",6,"mhmm",4,1000,"3.5","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"331",7,"mhmm",4,1000,"3.5","gamma_prob_bar_S2toS3_no_diag",0.333,0.34,0.34,0.02,0.01,2.5,0.01,2.45,94.53
"332",8,"mhmm",4,1000,"3.5","gamma_prob_bar_S2toS4_no_diag",0.333,0.32,0.32,0.02,-0.01,4.49,-0.02,4.53,89.84
"333",9,"mhmm",4,1000,"3.5","gamma_prob_bar_S3toS1_no_diag",0.333,0.32,0.32,0.01,-0.01,3.28,-0.01,3.29,89.06
"334",10,"mhmm",4,1000,"3.5","gamma_prob_bar_S3toS2_no_diag",0.333,0.34,0.34,0.02,0.01,1.52,0,1.48,97.66
"335",11,"mhmm",4,1000,"3.5","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"336",12,"mhmm",4,1000,"3.5","gamma_prob_bar_S3toS4_no_diag",0.333,0.34,0.34,0.02,0.01,1.76,0.01,1.71,95.31
"337",13,"mhmm",4,1000,"3.5","gamma_prob_bar_S4toS1_no_diag",0.333,0.33,0.33,0.01,0,0.99,0,1.01,96.09
"338",14,"mhmm",4,1000,"3.5","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.02,-0.01,1.61,-0.01,1.65,92.97
"339",15,"mhmm",4,1000,"3.5","gamma_prob_bar_S4toS3_no_diag",0.333,0.34,0.34,0.02,0.01,2.6,0.01,2.56,93.75
"340",16,"mhmm",4,1000,"3.5","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"341",17,"mhmm",4,1000,"3.5","dwell_mu_bar_1",3.476,2.85,2.84,0.19,-0.63,18.1,-0.64,18.3,11.72
"342",18,"mhmm",4,1000,"3.5","dwell_mu_bar_2",3.476,2.78,2.77,0.2,-0.7,20.11,-0.71,20.33,9.38
"343",19,"mhmm",4,1000,"3.5","dwell_mu_bar_3",3.476,2.79,2.79,0.2,-0.68,19.61,-0.69,19.85,10.16
"344",20,"mhmm",4,1000,"3.5","dwell_mu_bar_4",3.476,2.85,2.85,0.2,-0.62,17.88,-0.63,18.11,15.62
"345",1,"mhmm",4,1000,"19.5","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"346",2,"mhmm",4,1000,"19.5","gamma_prob_bar_S1toS2_no_diag",0.333,0.34,0.34,0.02,0.01,1.83,0.01,1.75,100
"347",3,"mhmm",4,1000,"19.5","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.02,-0.01,1.5,-0.01,1.58,98.44
"348",4,"mhmm",4,1000,"19.5","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.02,0,0.33,0,0.41,99.22
"349",5,"mhmm",4,1000,"19.5","gamma_prob_bar_S2toS1_no_diag",0.333,0.34,0.34,0.02,0.01,2.36,0.01,2.33,95.31
"350",6,"mhmm",4,1000,"19.5","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"351",7,"mhmm",4,1000,"19.5","gamma_prob_bar_S2toS3_no_diag",0.333,0.33,0.33,0.02,0,0.27,0,0.21,97.66
"352",8,"mhmm",4,1000,"19.5","gamma_prob_bar_S2toS4_no_diag",0.333,0.32,0.32,0.02,-0.01,2.63,-0.01,2.7,95.31
"353",9,"mhmm",4,1000,"19.5","gamma_prob_bar_S3toS1_no_diag",0.333,0.33,0.33,0.02,-0.01,2.28,-0.01,2.34,96.09
"354",10,"mhmm",4,1000,"19.5","gamma_prob_bar_S3toS2_no_diag",0.333,0.34,0.34,0.02,0,1.17,0,1.12,98.44
"355",11,"mhmm",4,1000,"19.5","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"356",12,"mhmm",4,1000,"19.5","gamma_prob_bar_S3toS4_no_diag",0.333,0.34,0.34,0.02,0,1.12,0,1.06,100
"357",13,"mhmm",4,1000,"19.5","gamma_prob_bar_S4toS1_no_diag",0.333,0.33,0.33,0.02,0,0.11,0,0.14,98.44
"358",14,"mhmm",4,1000,"19.5","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.02,0,1.31,0,1.37,100
"359",15,"mhmm",4,1000,"19.5","gamma_prob_bar_S4toS3_no_diag",0.333,0.34,0.34,0.02,0,1.41,0,1.33,100
"360",16,"mhmm",4,1000,"19.5","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"361",17,"mhmm",4,1000,"19.5","dwell_mu_bar_1",19.496,16,15.94,1.22,-3.5,17.95,-3.55,18.22,14.84
"362",18,"mhmm",4,1000,"19.5","dwell_mu_bar_2",19.496,15.69,15.64,1.29,-3.8,19.5,-3.86,19.79,13.28
"363",19,"mhmm",4,1000,"19.5","dwell_mu_bar_3",19.496,15.69,15.63,1.29,-3.81,19.54,-3.87,19.84,10.94
"364",20,"mhmm",4,1000,"19.5","dwell_mu_bar_4",19.496,15.88,15.82,1.3,-3.62,18.55,-3.67,18.84,20.31
"365",1,"mhmm",4,1000,"99.5","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"366",2,"mhmm",4,1000,"99.5","gamma_prob_bar_S1toS2_no_diag",0.333,0.34,0.34,0.03,0,0.68,0,0.59,100
"367",3,"mhmm",4,1000,"99.5","gamma_prob_bar_S1toS3_no_diag",0.333,0.33,0.33,0.03,0,0.4,0,0.54,100
"368",4,"mhmm",4,1000,"99.5","gamma_prob_bar_S1toS4_no_diag",0.333,0.33,0.33,0.03,0,0.28,0,0.42,100
"369",5,"mhmm",4,1000,"99.5","gamma_prob_bar_S2toS1_no_diag",0.333,0.34,0.34,0.03,0.01,3.48,0.01,3.37,100
"370",6,"mhmm",4,1000,"99.5","gamma_prob_bar_S2toS2_no_diag",0,0,0,0,0,NA,0,NA,100
"371",7,"mhmm",4,1000,"99.5","gamma_prob_bar_S2toS3_no_diag",0.333,0.33,0.33,0.03,0,1.12,0,1.24,100
"372",8,"mhmm",4,1000,"99.5","gamma_prob_bar_S2toS4_no_diag",0.333,0.33,0.32,0.03,-0.01,2.36,-0.01,2.5,100
"373",9,"mhmm",4,1000,"99.5","gamma_prob_bar_S3toS1_no_diag",0.333,0.34,0.34,0.03,0,0.94,0,0.83,100
"374",10,"mhmm",4,1000,"99.5","gamma_prob_bar_S3toS2_no_diag",0.333,0.33,0.33,0.03,0,0.47,0,0.31,100
"375",11,"mhmm",4,1000,"99.5","gamma_prob_bar_S3toS3_no_diag",0,0,0,0,0,NA,0,NA,100
"376",12,"mhmm",4,1000,"99.5","gamma_prob_bar_S3toS4_no_diag",0.333,0.33,0.33,0.03,0,1.41,-0.01,1.55,100
"377",13,"mhmm",4,1000,"99.5","gamma_prob_bar_S4toS1_no_diag",0.333,0.34,0.34,0.03,0.01,1.53,0,1.46,99.22
"378",14,"mhmm",4,1000,"99.5","gamma_prob_bar_S4toS2_no_diag",0.333,0.33,0.33,0.03,-0.01,1.62,-0.01,1.75,100
"379",15,"mhmm",4,1000,"99.5","gamma_prob_bar_S4toS3_no_diag",0.333,0.33,0.33,0.03,0,0.09,0,0.04,99.22
"380",16,"mhmm",4,1000,"99.5","gamma_prob_bar_S4toS4_no_diag",0,0,0,0,0,NA,0,NA,100
"381",17,"mhmm",4,1000,"99.5","dwell_mu_bar_1",99.499,41.99,41.73,4.67,-57.51,57.8,-57.77,58.06,0
"382",18,"mhmm",4,1000,"99.5","dwell_mu_bar_2",99.499,41.09,40.83,4.75,-58.41,58.7,-58.67,58.97,0
"383",19,"mhmm",4,1000,"99.5","dwell_mu_bar_3",99.499,41.16,40.89,4.78,-58.34,58.64,-58.61,58.91,0
"384",20,"mhmm",4,1000,"99.5","dwell_mu_bar_4",99.499,41.49,41.24,4.85,-58,58.3,-58.26,58.56,0
"385",1,"mhmm",3,500,"mix","gamma_prob_bar_S1toS1_no_diag",0,0,0,0,0,NA,0,NA,100
"386",2,"mhmm",3,500,"mix","gamma_prob_bar_S1toS2_no_diag",0.5,0.51,0.51,0.03,0.01,2.13,0.01,2.15,99.22
"387",3,"mhmm",3,500,"mix","gamma_prob_bar_S1toS3_no_diag",0.5,0.49,0.49,0.03,-0.01,2.13,-0.01,2.15,99.22
"388",4,"mhmm",3,500,"mix","gamma_prob_bar_S2toS1_no_diag",0.5,0.51,0.51,0.03,0.01,2.23,0.01,2.27,97.66
