"model","state","observations","dwell_time","estimates","mean_emp_dwell_true","median_emp_dwell_true","mean_emp_dwell","median_emp_dwell","sd_emp_dwell","ci_025","ci_975","ci_025_true","ci_975_true"
"mhmm",3,500,"1.4","emp_dwell2",1.63302136637876,1.0390625,1.63187421883416,1.015625,0.947878427269319,1,4.0703125,1,3.928515625
"mhmm",3,500,"1.4","emp_dwell3",1.63868148846404,1.046875,1.64095169076252,1.015625,0.927570466886215,1,4.015625,1,3.927734375
"mhmm",3,500,"3.5","emp_dwell1",3.75591104041923,3.078125,3.74191090984859,3.0625,2.22755600298374,1.0078125,9.380859375,1.0078125,9.32421875
"mhmm",3,500,"3.5","emp_dwell2",3.78123137141823,3.09375,3.74249213177211,3.0546875,2.25436193509399,1,9.4849609375,1,9.3484375
"mhmm",3,500,"3.5","emp_dwell3",3.77717231821749,3.07421875,3.7618973417408,3.0546875,2.23232142633948,1,9.4015625,1,9.3205078125
"mhmm",3,500,"19.5","emp_dwell1",20.6439896228441,17.91015625,20.6000105776546,17.89453125,11.99678182606,5.675390625,50.719140625,5.8744140625,50.7423828125
"mhmm",3,500,"19.5","emp_dwell2",20.5725799730983,17.859375,20.4936983184605,17.77734375,12.0710125176427,5.487109375,51.244140625,5.750390625,51.269921875
"mhmm",3,500,"19.5","emp_dwell3",20.5588580920331,17.78125,20.5166962908537,17.76171875,11.9564738296494,5.7013671875,50.63203125,5.81875,50.6541015625
"mhmm",3,500,"99.5","emp_dwell1",94.490065788812,84.69921875,94.3540956013978,84.60546875,53.9757237340821,16.521484375,222.1552734375,17.187890625,222.241796875
"mhmm",3,500,"99.5","emp_dwell2",94.3150597251647,84.6875,94.1500503668068,84.58984375,52.8204579716825,17.4486328125,219.8423828125,18.0865234375,219.938671875
"mhmm",3,500,"99.5","emp_dwell3",94.830960716318,85.1953125,94.7452696889286,85.16796875,53.2794956355018,17.9771484375,221.1744140625,18.48046875,221.2447265625
"mhmm",3,1000,"1.4","emp_dwell1",1.63779048055014,1.0703125,1.63899767913144,1.03125,0.92877245905716,1,4.0353515625,1,3.9921875
"mhmm",3,1000,"1.4","emp_dwell2",1.63771884036799,1.0703125,1.63651122664504,1.015625,0.94877359821737,1,4.0546875,1,3.9609375
"mhmm",3,1000,"1.4","emp_dwell3",1.63099088951059,1.0625,1.63299813505379,1.046875,0.913215987276674,1,3.9921875,1,3.94082031249999
"mhmm",3,1000,"3.5","emp_dwell1",3.73405430153695,3.046875,3.72030272873368,3.0390625,2.20383191655751,1,9.32421874999999,1,9.235546875
"mhmm",3,1000,"3.5","emp_dwell2",3.7659776002314,3.109375,3.72968125283298,3.0390625,2.24669529621895,1,9.430859375,1,9.259375
"mhmm",3,1000,"3.5","emp_dwell3",3.75347052108129,3.078125,3.74053796316426,3.0703125,2.20278002254866,1,9.3244140625,1,9.23124999999999
"mhmm",3,1000,"19.5","emp_dwell1",20.8368242736386,18.08984375,20.8020243544563,18.078125,12.0192436833423,6.08984375,51.1736328125,6.180859375,51.1880859375
"mhmm",3,1000,"19.5","emp_dwell2",20.8041500344334,18.0078125,20.7296897630688,17.98046875,12.0879901761029,5.887109375,51.448046875,6.1427734375,51.508203125
"mhmm",3,1000,"19.5","emp_dwell3",20.8267589313301,18.05859375,20.7919665581015,18.0546875,12.0205973313302,6.015625,51.3203125,6.1611328125,51.3443359375
"mhmm",3,1000,"99.5","emp_dwell1",99.6997669304794,88.78125,99.6671208127911,88.77734375,54.6887628835937,25.4681640625,232.5296875,25.61171875,232.5572265625
"mhmm",3,1000,"99.5","emp_dwell2",99.3062030169107,88.43359375,99.2527729522511,88.37109375,54.6944344308666,25.783984375,234.9091796875,25.8404296875,234.959765625
"mhmm",3,1000,"99.5","emp_dwell3",99.7354283691755,89.13671875,99.6974228638343,89.10546875,54.5039123891288,24.5017578125,232.959375,24.7509765625,232.93828125
"mhmm",4,200,"1.4","emp_dwell1",1.6552049596242,1.15625,1.65706195425152,1.1328125,0.921600574555525,1,4,1,3.96796875
"mhmm",4,200,"1.4","emp_dwell2",1.65510690063775,1.0703125,1.65331183737894,1.0390625,0.9448561656457,1,4.0390625,1,3.984375
"mhmm",4,200,"1.4","emp_dwell3",1.64663150098057,1.078125,1.64549716939682,1.0390625,0.934721288008579,1,4.046875,1,3.984375
"mhmm",4,200,"1.4","emp_dwell4",1.64068368444214,1.0546875,1.64250917111355,1.046875,0.912618055253634,1,4,1,3.9765625
"mhmm",4,200,"3.5","emp_dwell1",3.79161419388814,3.109375,3.77202585163602,3.11328125,2.22135018232033,1,9.3638671875,1,9.33535156249999
"mhmm",4,200,"3.5","emp_dwell2",3.79501320561032,3.1171875,3.75031946377735,3.10546875,2.24452211940734,1,9.35957031249999,1,9.3544921875
"mhmm",4,200,"3.5","emp_dwell3",3.79131449716426,3.15625,3.74558819941051,3.1328125,2.233665126903,1,9.3259765625,1,9.298828125
"mhmm",4,200,"3.5","emp_dwell4",3.73801306458463,3.0703125,3.71786732115456,3.0546875,2.17429501765224,1,9.1439453125,1,9.1412109375
"mhmm",4,200,"19.5","emp_dwell1",20.3019809025978,17.66796875,20.1935737897716,17.62109375,11.8847900959177,4.4568359375,49.3298828125,5.03359375,49.3671875
"mhmm",4,200,"19.5","emp_dwell2",20.284036978506,17.70703125,20.0817399511841,17.546875,12.0247616368524,4.0650390625,49.73984375,4.8912109375,49.8705078125
"mhmm",4,200,"19.5","emp_dwell3",20.0514094197213,17.57421875,19.8918841759227,17.4140625,11.7721424243389,4.3021484375,48.951953125,4.903125,49.0333984375
"mhmm",4,200,"19.5","emp_dwell4",20.1907087211265,17.6953125,20.1080209770951,17.67578125,11.8433725940162,4.566796875,49.1140625,4.98515625,49.1880859375
"mhmm",4,200,"99.5","emp_dwell1",81.8349321565193,75.57421875,79.9828301456138,74.3984375,47.8253018782773,7.4498046875,185.340234375,11.935546875,185.753125
"mhmm",4,200,"99.5","emp_dwell2",81.5834774853393,74.625,78.4620689591961,71.8828125,47.557234630086,6.43515625,183.7337890625,11.488671875,185.4505859375
"mhmm",4,200,"99.5","emp_dwell3",82.5973930003748,77.14453125,79.4516053112692,74.41796875,48.3373208700962,6.1388671875,185.1166015625,11.3607421875,185.84453125
"mhmm",4,200,"99.5","emp_dwell4",82.8924756633176,76.9375,81.1905739345473,75.71875,47.6591784381579,7.329296875,184.259375,11.4849609375,184.8490234375
"mhmm",4,500,"1.4","emp_dwell1",1.65102586572756,1.1328125,1.65267072182342,1.0859375,0.920643318363056,1,4.015625,1,3.9921875
"mhmm",4,500,"1.4","emp_dwell2",1.65336287211754,1.0859375,1.65190025809446,1.0546875,0.954276061810231,1,4.0546875,1,3.9943359375
"mhmm",4,500,"1.4","emp_dwell3",1.65627512778627,1.09375,1.65554373937865,1.0390625,0.953996533824508,1,4.084765625,1,3.984375
"mhmm",4,500,"1.4","emp_dwell4",1.64949232345529,1.125,1.6513457518235,1.09375,0.91580462295417,1,4.0494140625,1,4
"mhmm",4,500,"3.5","emp_dwell1",3.84568772121215,3.171875,3.82989261565703,3.1640625,2.24547642144705,1,9.450390625,1,9.442578125
"mhmm",4,500,"3.5","emp_dwell2",3.81240846266636,3.1171875,3.77656372255432,3.078125,2.26038881577506,1,9.51640625,1,9.4255859375
"mhmm",4,500,"3.5","emp_dwell3",3.79431633096721,3.078125,3.76053884110365,3.0625,2.23304376248745,1,9.39492187499999,1.0078125,9.3736328125
"mhmm",4,500,"3.5","emp_dwell4",3.81020286241391,3.171875,3.79678082427007,3.1640625,2.22460597182588,1,9.4267578125,1,9.392578125
"mhmm",4,500,"19.5","emp_dwell1",21.0214273323814,18.24609375,20.9758473089814,18.22265625,12.2156463353634,5.7587890625,51.7787109375,5.9294921875,51.7744140625
"mhmm",4,500,"19.5","emp_dwell2",20.9618362906153,18.20703125,20.8822519400549,18.1640625,12.162525006995,5.6279296875,51.383203125,5.8986328125,51.4556640625
"mhmm",4,500,"19.5","emp_dwell3",20.8852215283992,18.1171875,20.8023008204039,18.0703125,12.1768968686348,5.5630859375,51.6017578125,5.8681640625,51.66484375
"mhmm",4,500,"19.5","emp_dwell4",20.9255128102061,18.1875,20.884733432622,18.1640625,12.154409923552,5.7892578125,51.33671875,5.96640625,51.3578125
"mhmm",4,500,"99.5","emp_dwell1",95.0462192057493,85.78125,94.5992873327477,85.50390625,53.9502577955908,16.091015625,223.7921875,18.08125,224.0501953125
"mhmm",4,500,"99.5","emp_dwell2",95.7171040815336,85.44921875,94.9987914305149,84.93359375,54.4020728804388,16.3546875,225.34921875,19.4142578125,226.1177734375
"mhmm",4,500,"99.5","emp_dwell3",96.3427318618588,86.34375,95.5540953575718,85.8359375,54.7944828381907,14.6064453125,223.838671875,17.345703125,224.18671875
"mhmm",4,500,"99.5","emp_dwell4",95.9227616881253,86.26171875,95.4576940106391,85.94140625,54.1626360063659,16.7556640625,225.1818359375,19.2390625,225.43125
"mhmm",4,1000,"1.4","emp_dwell1",1.66076600149518,1.1328125,1.66253605088176,1.10546875,0.934299681770726,1,4.046875,1,4.0234375
"mhmm",4,1000,"1.4","emp_dwell2",1.64419690373915,1.0625,1.6437142137596,1.03125,0.945525973473366,1,4.0546875,1,3.984375
"mhmm",4,1000,"1.4","emp_dwell3",1.65160636743709,1.125,1.6515971693229,1.046875,0.947493096260626,1,4.0546875,1,3.96875
"mhmm",4,1000,"1.4","emp_dwell4",1.65826729223207,1.1328125,1.66032367863363,1.09375,0.927972346787215,1,4.0568359375,1,4.001953125
"mhmm",4,1000,"3.5","emp_dwell1",3.80810259878411,3.1328125,3.79409479614293,3.1015625,2.22696725158877,1,9.47910156249999,1,9.44374999999999
"mhmm",4,1000,"3.5","emp_dwell2",3.79933220788666,3.140625,3.76696510452346,3.109375,2.24669764249771,1,9.490625,1,9.41171875
"mhmm",4,1000,"3.5","emp_dwell3",3.83065753809051,3.1484375,3.79845158244462,3.1328125,2.25977978580336,1,9.4767578125,1,9.3974609375
"mhmm",4,1000,"3.5","emp_dwell4",3.81525101285541,3.16796875,3.80164720424847,3.140625,2.21467195002022,1,9.43749999999999,1,9.38046875
"mhmm",4,1000,"19.5","emp_dwell1",21.1677093803386,18.41015625,21.1336561456051,18.40625,12.1273240136975,6.149609375,51.7390625,6.275390625,51.7455078125
"mhmm",4,1000,"19.5","emp_dwell2",21.0912133403558,18.30859375,21.0237727299459,18.24609375,12.2119267179329,5.9912109375,52.1609375,6.2208984375,52.19921875
"mhmm",4,1000,"19.5","emp_dwell3",21.1141163095009,18.3203125,21.0482288733386,18.28125,12.2338205790845,5.9900390625,52.1908203125,6.1541015625,52.2240234375
"mhmm",4,1000,"19.5","emp_dwell4",21.0718158454088,18.3125,21.034488364507,18.28515625,12.2408233106514,6.023046875,52.0322265625,6.12734375,52.041796875
"mhmm",4,1000,"99.5","emp_dwell1",101.818628371948,90.99609375,101.737008147668,90.90625,56.4660562380423,24.1658203125,237.7490234375,24.7046875,237.7787109375
"mhmm",4,1000,"99.5","emp_dwell2",101.453986451281,90.5,101.325639174088,90.40625,56.0097826684494,25.0765625,236.2078125,25.64296875,236.3326171875
"mhmm",4,1000,"99.5","emp_dwell3",101.707919369442,90.39453125,101.583831009639,90.31640625,56.5049603639194,24.3916015625,236.455859375,25.230078125,236.4966796875
"mhmm",4,1000,"99.5","emp_dwell4",102.304150739731,91.3046875,102.20957363805,91.23046875,56.3578214575807,25.4689453125,239.2849609375,26.0962890625,239.33046875
"mhmm",3,500,"mix","emp_dwell1",3.98927663077047,3.3984375,3.96419638754424,3.3359375,2.35258444114364,1,9.96484375,1.0205078125,9.94609375
"mhmm",3,500,"mix","emp_dwell2",21.1621349904447,18.37109375,21.0590351679046,18.2109375,12.5588886831713,5.3837890625,52.4171875,6.1216796875,52.0890625
"mhmm",3,500,"mix","emp_dwell3",87.6540554951719,78.28125,87.5917282418707,78.21484375,49.9061297202228,13.985546875,208.98984375,14.322265625,209.0888671875
