"","subj","variable","median","mean","sd","ci_025","ci_975","state"
"59",8,"logmu",1.48808738157105,1.51874037083258,0.316284419333318,1.00264930150369,2.26899462057896,3
"60",8,"logmu",2.12401122305057,2.14137671510044,0.488556875566228,1.25552715423175,3.13192829441157,4
"61",8,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"62",8,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"63",8,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"64",8,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"65",9,"logmu",1.22786481056789,1.22997499857813,0.224319572915797,0.792790897198301,1.66070167541352,1
"66",9,"logmu",1.22839101587715,1.23345056839552,0.133941210993839,0.974376997192906,1.49077378786639,2
"67",9,"logmu",1.39455417134076,1.39344592546147,0.159025049197016,1.08979390530236,1.70866104904799,3
"68",9,"logmu",1.22588976408858,1.23432367570389,0.206630477121188,0.866484408083972,1.64850827380777,4
"69",9,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"70",9,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"71",9,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"72",9,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"73",10,"logmu",1.56469970539952,1.56462021099584,0.597519332869493,0.376948782292712,2.8545944485477,1
"74",10,"logmu",2.03914059299265,2.04037963813264,0.167836917374941,1.71418234729135,2.37009886125979,2
"75",10,"logmu",1.76024238045067,1.77029446718522,0.181598146951942,1.44016275529162,2.14900599711132,3
"76",10,"logmu",1.61794640867707,1.60993515785359,0.611078496635345,0.387875184407612,2.84418389968464,4
"77",10,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"78",10,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"79",10,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"80",10,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"81",11,"logmu",1.01204446518508,1.01502503661488,0.290965884690437,0.476527658581095,1.58724707280333,1
"82",11,"logmu",1.3483623542389,1.36086264553834,0.213251197568888,0.984724721456063,1.8076648939524,2
"83",11,"logmu",1.37552230272931,1.39398830010768,0.232397812565385,0.975952972252044,1.88996437079116,3
"84",11,"logmu",1.41956875059245,1.42882850891906,0.214512378287247,1.03869154252767,1.8837026594877,4
"85",11,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"86",11,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"87",11,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"88",11,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"89",12,"logmu",1.09640203514375,1.09703840839081,0.143265836378151,0.826610859220692,1.37322069627707,1
"90",12,"logmu",1.33401410937817,1.34960695717179,0.196956136417644,0.989750020129299,1.76178862310921,2
"91",12,"logmu",1.30587089998117,1.31204510279961,0.175279663228132,0.957627957642428,1.65372200629937,3
"92",12,"logmu",1.23268396966351,1.24110959564679,0.205384839849857,0.845781292954553,1.63179591366372,4
"93",12,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"94",12,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"95",12,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"96",12,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"97",13,"logmu",1.36665682320428,1.37336705754351,0.175972487034924,1.01554847383835,1.72625045932836,1
"98",13,"logmu",1.28139220426568,1.28449741666647,0.437856992536263,0.406956892420338,2.12556659449418,2
"99",13,"logmu",1.4139534940919,1.41486178243705,0.283676331767306,0.871289238981014,2.01596773222986,3
"100",13,"logmu",1.86443079702116,1.86714920602503,0.245153358667189,1.38721391135992,2.35658317070706,4
"101",13,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"102",13,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"103",13,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"104",13,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"105",14,"logmu",1.57432917668552,1.59445329620047,0.617111423129291,0.40739216938184,2.88565541631729,1
"106",14,"logmu",1.63717998478149,1.6328005777542,0.305250153987258,1.02616110719129,2.26409675422099,2
"107",14,"logmu",1.27919219215382,1.27023737774568,0.267911201157143,0.717047817723912,1.79632451528563,3
"108",14,"logmu",2.88501805678286,2.88998141386528,0.278726801295542,2.35485272506373,3.45721888129065,4
"109",14,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"110",14,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"111",14,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"112",14,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"113",15,"logmu",1.45331991263183,1.4528162341724,0.163677367656723,1.14277946371211,1.77033786583269,1
"114",15,"logmu",1.35404356657436,1.35059120508208,0.146471042309119,1.0633484824356,1.6315801136058,2
"115",15,"logmu",1.34342545966585,1.34293700779381,0.169413828587795,1.01892602425949,1.67809677372868,3
"116",15,"logmu",1.28909000662284,1.28657681149232,0.185075426957419,0.925533772706301,1.65583466052986,4
"117",15,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"118",15,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"119",15,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"120",15,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"121",16,"logmu",1.28054321717346,1.28791320355884,0.122845446398582,1.05238174617206,1.51993137396808,1
"122",16,"logmu",1.27672998219958,1.28678002778531,0.260943207306234,0.808653609842694,1.80883934291964,2
"123",16,"logmu",1.38705817647061,1.3813350788006,0.20799114013784,0.948701637835305,1.77694569061797,3
"124",16,"logmu",1.52039213278837,1.52785293809535,0.189704328037757,1.16080326359832,1.88974752117386,4
"125",16,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"126",16,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"127",16,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"128",16,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"129",17,"logmu",1.64774296455709,1.66597979132362,0.216764496043829,1.29666613742688,2.12035462855404,1
"130",17,"logmu",0.983809461731559,0.983406283470523,0.21311283614502,0.583218495387236,1.39199869385722,2
"131",17,"logmu",1.44572139672895,1.45272223184896,0.323050508539862,0.816041710471255,2.14674516350374,3
"132",17,"logmu",1.1399378429748,1.15175923931384,0.25256636160683,0.661053623265641,1.62295756363921,4
"133",17,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"134",17,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"135",17,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"136",17,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"137",18,"logmu",2.4758926890096,2.49984690313819,0.520658993452242,1.48447702204003,3.63912457349085,1
"138",18,"logmu",1.57645384729257,1.60035333879976,0.436560398648027,0.817930272679812,2.5306965429043,2
"139",18,"logmu",1.40363929784066,1.38079980429313,0.317077814017874,0.69675077131942,1.98153113395324,3
"140",18,"logmu",1.45071326298953,1.45738778456049,0.307020865769215,0.860798890358287,2.10264957858304,4
"141",18,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"142",18,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"143",18,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"144",18,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"145",19,"logmu",1.71507869080947,1.71884818338073,0.257300714372862,1.2380579442458,2.26569227769236,1
"146",19,"logmu",1.63910293853131,1.65935227801254,0.310836275235493,1.09476691833933,2.31390939584074,2
"147",19,"logmu",1.39333375382872,1.38513170417926,0.208579333100321,0.9583004094498,1.78217164422938,3
"148",19,"logmu",1.83413509870042,1.84211913079309,0.365202269098607,1.17579191667861,2.59012720834483,4
"149",19,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"150",19,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"151",19,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"152",19,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
"153",20,"logmu",1.22553301625813,1.22810492853018,0.163156585387444,0.91044041391499,1.55126232169785,1
"154",20,"logmu",1.22881493680283,1.23324425355497,0.16396821699003,0.918674655231223,1.53620670917424,2
"155",20,"logmu",1.52416818178332,1.53691306736218,0.190298197063577,1.17877945875437,1.93791155094247,3
"156",20,"logmu",1.77650273594305,1.76761552912818,0.218377352102374,1.3423662327743,2.19847295791881,4
"157",20,"logsigma2",0.509832991314389,0.511669004395027,0.05397820956413,0.40867410168531,0.625414452237581,1
"158",20,"logsigma2",0.474427655473807,0.478398997890504,0.057269710440652,0.37413153486712,0.604416374451411,2
"159",20,"logsigma2",0.569393863560158,0.574030356880734,0.0741840469817198,0.444058876056566,0.724976478670437,3
"160",20,"logsigma2",0.517392994029804,0.522013051529183,0.0623535049312801,0.411009799129435,0.652503656649416,4
