"","X","model","state","observations","dwell_time","estimates","true","mean","median","sd","bias_mean","bias_mean_pp","bias_median","bias_median_pp","coverage_pp"
"326",2,"medhmm",4,1000,"99.5","dwell_mu_bar_2",99.5,98.49,98.49,0.05,-1.36,1.37,-1.38,1.38,94.53
"327",3,"medhmm",4,1000,"99.5","dwell_mu_bar_3",99.5,98.49,98.49,0.05,-0.7,0.7,-0.71,0.71,95.31
"328",4,"medhmm",4,1000,"99.5","dwell_mu_bar_4",99.5,99.48,99.48,0.06,-0.14,0.14,-0.14,0.14,94.53
"329",5,"medhmm",4,1000,"99.5","gamma_prob_bar_S1toS1",0,0,0,0,0,NA,0,NA,100
"330",6,"medhmm",4,1000,"99.5","gamma_prob_bar_S1toS2",0.33,0.34,0.34,0.04,0.01,1.94,0.01,1.81,93.75
"331",7,"medhmm",4,1000,"99.5","gamma_prob_bar_S1toS3",0.33,0.33,0.33,0.05,0,1.31,-0.01,1.56,94.53
"332",8,"medhmm",4,1000,"99.5","gamma_prob_bar_S1toS4",0.33,0.33,0.33,0.05,0,0.64,0,0.83,98.44
"333",9,"medhmm",4,1000,"99.5","gamma_prob_bar_S2toS1",0.33,0.35,0.35,0.04,0.01,4.46,0.01,4.24,96.09
"334",10,"medhmm",4,1000,"99.5","gamma_prob_bar_S2toS2",0,0,0,0,0,NA,0,NA,100
"335",11,"medhmm",4,1000,"99.5","gamma_prob_bar_S2toS3",0.33,0.32,0.32,0.05,-0.01,3.19,-0.01,3.49,96.09
"336",12,"medhmm",4,1000,"99.5","gamma_prob_bar_S2toS4",0.33,0.33,0.33,0.05,0,1.27,0,1.48,96.88
"337",13,"medhmm",4,1000,"99.5","gamma_prob_bar_S3toS1",0.33,0.34,0.34,0.04,0.01,2.84,0.01,2.7,98.44
"338",14,"medhmm",4,1000,"99.5","gamma_prob_bar_S3toS2",0.33,0.34,0.34,0.05,0,0.79,0,0.64,96.09
"339",15,"medhmm",4,1000,"99.5","gamma_prob_bar_S3toS3",0,0,0,0,0,NA,0,NA,100
"340",16,"medhmm",4,1000,"99.5","gamma_prob_bar_S3toS4",0.33,0.32,0.32,0.05,-0.01,3.63,-0.01,3.95,98.44
"341",17,"medhmm",4,1000,"99.5","gamma_prob_bar_S4toS1",0.33,0.34,0.34,0.04,0.01,3.42,0.01,3.13,96.88
"342",18,"medhmm",4,1000,"99.5","gamma_prob_bar_S4toS2",0.33,0.33,0.33,0.05,0,1.21,0,1.44,97.66
"343",19,"medhmm",4,1000,"99.5","gamma_prob_bar_S4toS3",0.33,0.33,0.33,0.05,-0.01,2.21,-0.01,2.46,96.09
"344",20,"medhmm",4,1000,"99.5","gamma_prob_bar_S4toS4",0,0,0,0,0,NA,0,NA,100
"345",1,"medhmm",3,500,"mix","dwell_mu_bar_1",3.48,3.94,3.94,0.05,0.45,12.86,0.45,12.86,21.09
"346",2,"medhmm",3,500,"mix","dwell_mu_bar_2",19.5,19.3,19.3,0.06,-0.13,0.66,-0.13,0.67,93.75
"347",3,"medhmm",3,500,"mix","dwell_mu_bar_3",99.5,97.51,97.51,0.05,-2.18,2.19,-2.2,2.21,92.97
"348",4,"medhmm",3,500,"mix","gamma_prob_bar_S1toS1",0,0,0,0,0,NA,0,NA,100
"349",5,"medhmm",3,500,"mix","gamma_prob_bar_S1toS2",0.5,0.48,0.48,0.04,-0.02,3.41,-0.02,3.39,95.31
"350",6,"medhmm",3,500,"mix","gamma_prob_bar_S1toS3",0.5,0.52,0.52,0.04,0.02,3.41,0.02,3.39,95.31
"351",7,"medhmm",3,500,"mix","gamma_prob_bar_S2toS1",0.5,0.46,0.46,0.04,-0.04,8.11,-0.04,8.05,84.38
"352",8,"medhmm",3,500,"mix","gamma_prob_bar_S2toS2",0,0,0,0,0,NA,0,NA,100
"353",9,"medhmm",3,500,"mix","gamma_prob_bar_S2toS3",0.5,0.54,0.54,0.04,0.04,8.11,0.04,8.05,84.38
"354",10,"medhmm",3,500,"mix","gamma_prob_bar_S3toS1",0.5,0.48,0.48,0.04,-0.02,4.28,-0.02,4.26,92.97
"355",11,"medhmm",3,500,"mix","gamma_prob_bar_S3toS2",0.5,0.52,0.52,0.04,0.02,4.28,0.02,4.26,92.97
"356",12,"medhmm",3,500,"mix","gamma_prob_bar_S3toS3",0,0,0,0,0,NA,0,NA,100
